Address	ID	Name	Photos
"40.938934, -112.032394"	1052	"Davis County,  Utah,  United States"	https://s3.amazonaws.com/prettyearthimages/newImage1052.JPG
"40.665112, -112.365546"	1053	"Lincoln Highway,  Grantsville,  Tooele County,  Utah,  United States,  84029"	https://s3.amazonaws.com/prettyearthimages/newImage1053.JPG
"40.725633, -112.49794"	1054	"Unnamed Road,  Grantsville,  Tooele County,  Utah,  United States,  84029"	https://s3.amazonaws.com/prettyearthimages/newImage1054.JPG
"40.812193, -112.661517"	1055	"Unnamed Road,  Tooele County,  Utah,  United States"	https://s3.amazonaws.com/prettyearthimages/newImage1055.JPG
"40.781728, -112.622872"	1056	"Unnamed Road,  Tooele County,  Utah,  United States"	https://s3.amazonaws.com/prettyearthimages/newImage1056.JPG
"39.532597, 2.587215"	1057	"7,  Carrer Cala Contesa,  Calvià,  Balearic Islands,  Balearic Islands,  Spain,  07181"	https://s3.amazonaws.com/prettyearthimages/newImage1057.JPG
"36.956476, 99.857483"	1063	"Huanhu West Road,  Gangca,  Haibei,  Qinghai,  China"	https://s3.amazonaws.com/prettyearthimages/newImage1063.JPG
"36.72994, 99.895484"	1064	"G109,  Gonghe,  Hainan,  Qinghai,  China"	https://s3.amazonaws.com/prettyearthimages/newImage1064.JPG
"36.654612, 100.473769"	1065	"151号,  109 National Road,  Gonghe,  Hainan,  Qinghai,  China"	https://s3.amazonaws.com/prettyearthimages/newImage1065.JPG
"36.94742, 100.50705"	1066	"310省道,  Haiyan,  Haibei,  Qinghai,  China"	https://s3.amazonaws.com/prettyearthimages/newImage1066.JPG
"36.746482, 100.70961"	1067	"310省道,  Haiyan,  Haibei,  Qinghai,  China"	https://s3.amazonaws.com/prettyearthimages/newImage1067.JPG
"36.180008, 100.8078"	1068	"X304,  Gonghe,  Hainan,  Qinghai,  China"	https://s3.amazonaws.com/prettyearthimages/newImage1068.JPG
"35.270342, 98.689198"	1069	"Madoi,  Golog,  Qinghai,  China"	https://s3.amazonaws.com/prettyearthimages/newImage1069.JPG
"34.96925, 97.094421"	1070	"Qumarleb,  Yushu,  Qinghai,  China"	https://s3.amazonaws.com/prettyearthimages/newImage1070.JPG
"31.923391, 83.117709"	1071	"Gerze,  Ngari,  Xizang (Tibet),  China"	https://s3.amazonaws.com/prettyearthimages/newImage1071.JPG
"46.666756, 61.502323"	1074	"Magzhan Zhumabaev,  Aralsk,  Aral District,  Kyzylorda Province,  Kazakhstan"	https://s3.amazonaws.com/prettyearthimages/newImage1074.JPG
"37.002237, 99.895136"	1075	"Huanhu West Road,  Gangca,  Haibei,  Qinghai,  China"	https://s3.amazonaws.com/prettyearthimages/newImage1075.JPG
"37.410572, 97.34001"	1077	"West Ring Road,  Delhi,  Haixi,  Qinghai,  China"	https://s3.amazonaws.com/prettyearthimages/newImage1077.JPG
"37.327917, 97.158054"	1078	"S20 Dexiao Expressway Exit,  Delhi,  Haixi,  Qinghai,  China"	https://s3.amazonaws.com/prettyearthimages/newImage1078.JPG
"37.259966, 97.412352"	1080	"409 County Road,  Delhi,  Haixi,  Qinghai,  China"	https://s3.amazonaws.com/prettyearthimages/newImage1080.JPG
"37.058462, 97.385798"	1081	"Airport Highway,  Delhi,  Haixi,  Qinghai,  China"	https://s3.amazonaws.com/prettyearthimages/newImage1081.JPG
"36.954131, 95.629734"	1082	"Dulan,  Haixi,  Qinghai,  China"	https://s3.amazonaws.com/prettyearthimages/newImage1082.JPG
"37.679854, 93.374705"	1084	"315 National Road,  Haixi,  Qinghai,  China"	https://s3.amazonaws.com/prettyearthimages/newImage1084.JPG
"38.894614, 73.298504"	1085	"M41,  Gorno-Badakhshan Autonomous Province,  Tajikistan"	https://s3.amazonaws.com/prettyearthimages/newImage1085.JPG
"45.742273, 73.555854"	1086	"M-36,  Moiynkum District,  Jambyl Province,  Kazakhstan"	https://s3.amazonaws.com/prettyearthimages/newImage1086.JPG
"-18.784436, -69.24246"	1087	"A-319,  Arica and Parinacota Region,  Chile"	https://s3.amazonaws.com/prettyearthimages/newImage1087.JPG
"-16.632427, -70.198892"	1089	"Mariscal Nieto Province,  Moquegua,  Peru"	https://s3.amazonaws.com/prettyearthimages/newImage1089.JPG
"-16.382218, -71.121049"	1091	"115,  Arequipa,  Arequipa,  Peru"	https://s3.amazonaws.com/prettyearthimages/newImage1091.JPG
"-16.36284, -71.116197"	1092	"34C,  Salinas and Aguada Blanca National Reservation,  Arequipa,  Arequipa,  Peru"	https://s3.amazonaws.com/prettyearthimages/newImage1092.JPG
"-16.40911, -71.253599"	1093	"34C,  Arequipa,  Arequipa,  Peru"	https://s3.amazonaws.com/prettyearthimages/newImage1093.JPG
"-16.531462, -70.987073"	1094	"34D,  General Sánchez Cerro Province,  Moquegua,  Peru"	https://s3.amazonaws.com/prettyearthimages/newImage1094.JPG
"-17.105065, -71.307511"	1095	"1S,  Mariscal Nieto Province,  Moquegua,  Peru"	https://s3.amazonaws.com/prettyearthimages/newImage1095.JPG
"-17.279111, -71.49577"	1096	"Costanera Norte,  Islay Province,  Arequipa,  Peru"	https://s3.amazonaws.com/prettyearthimages/newImage1096.JPG
"-17.565184, -71.191715"	1097	"Interoceanica Sur,  Ilo Province,  Moquegua,  Peru"	https://s3.amazonaws.com/prettyearthimages/newImage1097.JPG
"-17.0673, -70.777984"	1098	"Central,  Villa Botiflaca,  Mariscal Nieto Province,  Moquegua,  Peru"	https://s3.amazonaws.com/prettyearthimages/newImage1098.JPG
"-17.054767, -70.727322"	1099	"Carretera Cuajone,  Mina Cuajone,  Mariscal Nieto Province,  Moquegua,  Peru"	https://s3.amazonaws.com/prettyearthimages/newImage1099.JPG
"24.908349, 17.750339"	1101	"Murzuq,  Libya"	https://s3.amazonaws.com/prettyearthimages/newImage1101.JPG
"26.547684, 7.710187"	1102	"Illizi,  Algeria"	https://s3.amazonaws.com/prettyearthimages/newImage1102.JPG
"27.112022, 2.235948"	1103	"N52,  Tamanrasset,  Algeria"	https://s3.amazonaws.com/prettyearthimages/newImage1103.JPG
"29.725045, -2.512742"	1104	"Béchar,  Algeria"	https://s3.amazonaws.com/prettyearthimages/newImage1104.JPG
"39.217343, 34.359827"	1105	"Seyfe Gölü Yolu,  Seyfe,  Mucur,  Kirsehir,  Turkey"	https://s3.amazonaws.com/prettyearthimages/newImage1105.JPG
"21.26842, -11.109281"	1107	"Fderik,  Tiris Zemmour,  Mauritania"	https://s3.amazonaws.com/prettyearthimages/newImage1107.JPG
"-18.427746, 16.05135"	1109	"Oshikoto,  Namibia"	https://s3.amazonaws.com/prettyearthimages/newImage1109.JPG
"-18.444108, 16.008853"	1110	"Oshikoto,  Namibia"	https://s3.amazonaws.com/prettyearthimages/newImage1110.JPG
"35.100308, 83.138242"	1114	"Gerze,  Ngari,  Xizang (Tibet),  China"	https://s3.amazonaws.com/prettyearthimages/newImage1114.JPG
"-9.37423, -77.327464"	1115	"Quebrada Honda,  Huascarán National Park,  Carhuaz,  Ancash,  Peru"	https://s3.amazonaws.com/prettyearthimages/newImage1115.JPG
"16.48679, 31.740875"	1116	"Karary,  Khartoum,  Sudan"	https://s3.amazonaws.com/prettyearthimages/newImage1116.JPG
"50.909006, 6.542559"	1118	"4,  Florianweg,  Etzweiler,  Elsdorf,  Rhein-Erft-Kreis,  Cologne,  North Rhine-Westphalia,  Germany,  50189"	https://s3.amazonaws.com/prettyearthimages/newImage1118.JPG
"51.05611, 6.541228"	1119	"Erftstraße,  Grevenbroich,  Düsseldorf,  North Rhine-Westphalia,  Germany,  41517"	https://s3.amazonaws.com/prettyearthimages/newImage1119.JPG
"50.873097, 6.318117"	1121	"L238,  Aldenhoven,  Cologne,  North Rhine-Westphalia,  Germany,  52457"	https://s3.amazonaws.com/prettyearthimages/newImage1121.JPG
"51.604798, 14.242012"	1122	"6A,  Stradower Straße,  Jehserig,  Drebkau,  Brandenburg,  Germany,  03116"	https://s3.amazonaws.com/prettyearthimages/newImage1122.JPG
"51.610435, 14.272799"	1123	"16,  Stradower Straße,  Jehserig,  Drebkau,  Brandenburg,  Germany,  03116"	https://s3.amazonaws.com/prettyearthimages/newImage1123.JPG
"-26.658045, -68.512952"	1125	"Diego de Almagro,  Chañaral Province,  Atacama Region,  Chile"	https://s3.amazonaws.com/prettyearthimages/newImage1125.JPG
"-24.397797, -69.119968"	1127	"Antofagasta,  Antofagasta Province,  Antofagasta Region,  Chile"	https://s3.amazonaws.com/prettyearthimages/newImage1127.JPG
"-24.262557, -69.052334"	1128	"B-55,  Antofagasta,  Antofagasta Province,  Antofagasta Region,  Chile"	https://s3.amazonaws.com/prettyearthimages/newImage1128.JPG
"-27.465975, -69.195971"	1131	"C-347,  Copiapó Province,  Atacama Region,  Chile"	https://s3.amazonaws.com/prettyearthimages/newImage1131.JPG
"-28.534804, -69.305454"	1132	"Iglesia Department,  San Juan Province, Argentina,  Argentina"	https://s3.amazonaws.com/prettyearthimages/newImage1132.JPG
"-29.593162, -70.333056"	1133	"Vicuña,  Vicuña,  Elqui Province,  Coquimbo Region,  Chile"	https://s3.amazonaws.com/prettyearthimages/newImage1133.JPG
"-23.923571, -68.876563"	1135	"Antofagasta,  Antofagasta Province,  Antofagasta Region,  Chile"	https://s3.amazonaws.com/prettyearthimages/newImage1135.JPG
"-23.473285, -68.353736"	1138	"San Pedro de Atacama,  San Pedro de Atacama,  El Loa,  Antofagasta Region,  Chile"	https://s3.amazonaws.com/prettyearthimages/newImage1138.JPG
"-22.809158, -67.782404"	1139	"B-243,  San Pedro de Atacama,  El Loa,  Antofagasta Region,  Chile"	https://s3.amazonaws.com/prettyearthimages/newImage1139.JPG
"62.757241, 129.711263"	1140	"P503,  Kysyl-Syr,  Namskiy ulus,  Sakha Republic,  Russia"	https://s3.amazonaws.com/prettyearthimages/newImage1140.JPG
"37.056292, 97.38947"	1141	"Airport Highway,  Delhi,  Haixi,  Qinghai,  China"	https://s3.amazonaws.com/prettyearthimages/newImage1141.JPG
"24.108645, 53.144184"	1143	"Dubai - Ghweifat International Highway,  Al Gharbia,  Abu Dhabi,  United Arab Emirates"	https://s3.amazonaws.com/prettyearthimages/newImage1143.JPG
"25.36776, 51.557078"	1147	"Viva Bahriya Roundabout,  Medina Centrale,  The Pearl-Qatar,  Doha,  Doha,  Qatar"	https://s3.amazonaws.com/prettyearthimages/newImage1147.JPG
"25.444699, 51.500334"	1148	"Unnamed Road,  Lusail,  Doha,  Qatar"	https://s3.amazonaws.com/prettyearthimages/newImage1148.JPG
"-54.850988, -70.147008"	1151	Chile	https://s3.amazonaws.com/prettyearthimages/newImage1151.JPG
"-51.887054, -60.143291"	1152	"West Falkland Road,  West Falkland,  Falkland Islands (Islas Malvinas),  FIQQ 1ZZ"	https://s3.amazonaws.com/prettyearthimages/newImage1152.JPG
"-51.765426, -60.205795"	1154	"West Falkland Road,  West Falkland,  Falkland Islands (Islas Malvinas),  FIQQ 1ZZ"	https://s3.amazonaws.com/prettyearthimages/newImage1154.JPG
"24.792423, 17.007523"	1155	"Murzuq,  Libya"	https://s3.amazonaws.com/prettyearthimages/newImage1155.JPG
"13.970052, 13.94474"	1156	"Lac,  Chad"	https://s3.amazonaws.com/prettyearthimages/newImage1156.JPG
"45.488117, 12.612173"	1157	"Via Antonio Canova,  Lido di Jesolo,  Jesolo,  Venice,  Veneto,  Italy,  30016"	https://s3.amazonaws.com/prettyearthimages/newImage1157.JPG
"43.392403, -108.195827"	1158	"Brannon Road,  Shoshoni,  Fremont County,  Wyoming,  United States,  82649"	https://s3.amazonaws.com/prettyearthimages/newImage1158.JPG
"-74.547767, -111.881332"	1159	Antarctica	https://s3.amazonaws.com/prettyearthimages/newImage1159.JPG
"-74.539075, -111.795588"	1160	Antarctica	https://s3.amazonaws.com/prettyearthimages/newImage1160.JPG
"44.41416, 8.846156"	1161	"Via Pionieri ed Aviatori d'Italia,  Genoa Cristoforo Colombo Airport,  Genoa,  Genoa,  Liguria,  Italy,  16154"	https://s3.amazonaws.com/prettyearthimages/newImage1161.JPG
"44.415331, 8.828158"	1163	"4,  Via Multedo di Pegli,  Genoa,  Genoa,  Liguria,  Italy,  16155"	https://s3.amazonaws.com/prettyearthimages/newImage1163.JPG
"31.955658, -103.975983"	1164	"County Road 453,  Reeves County,  Texas,  United States"	https://s3.amazonaws.com/prettyearthimages/newImage1164.JPG
"31.993446, -103.985392"	1165	"107,  Catfish Road,  Loving,  Eddy County,  New Mexico,  United States,  88256"	https://s3.amazonaws.com/prettyearthimages/newImage1165.JPG
"25.253243, 55.373591"	1166	"199,  Al Quds Street,  Al Tawar Second,  Dubai,  Dubai,  United Arab Emirates"	https://s3.amazonaws.com/prettyearthimages/newImage1166.JPG
"35.555713, 139.770269"	1167	"6,  1,  3 Chome,  Hanedakuko,  Ota,  Tokyo,  Japan"	https://s3.amazonaws.com/prettyearthimages/newImage1167.JPG
"33.930459, -118.368858"	1170	"La Cienega,  Los Angeles County,  California,  United States"	https://s3.amazonaws.com/prettyearthimages/newImage1170.JPG
"51.954807, 4.043167"	1172	"Coloradoweg,  Botlek,  Maasvlakte Rotterdam,  Government of Rotterdam,  South Holland,  The Netherlands,  3199"	https://s3.amazonaws.com/prettyearthimages/newImage1172.JPG
"51.957009, 4.067441"	1173	"3199 LD,  Maasvlakte Rotterdam,  The Netherlands"	https://s3.amazonaws.com/prettyearthimages/newImage1173.JPG
"51.956913, 4.062254"	1174	"3199 LD,  Maasvlakte Rotterdam,  The Netherlands"	https://s3.amazonaws.com/prettyearthimages/newImage1174.JPG
"21.895376, 54.132105"	1176	"38256,  Al Ahsa,  Eastern Province,  Saudi Arabia"	https://s3.amazonaws.com/prettyearthimages/newImage1176.JPG
"24.659472, 8.033999"	1177	"Illizi,  Algeria"	https://s3.amazonaws.com/prettyearthimages/newImage1177.JPG
"32.003052, 12.562068"	1178	"Alamod,  Ġaryān,  Al Jabal al Gharbi,  Libya"	https://s3.amazonaws.com/prettyearthimages/newImage1178.JPG
"31.988753, 12.136391"	1180	"Algrin Road,  Alrujban,  Al Jabal al Gharbi,  Libya"	https://s3.amazonaws.com/prettyearthimages/newImage1180.JPG
"68.750408, 170.700961"	1181	"Chaunsky District,  Chukotka Autonomous Okrug,  Russia"	https://s3.amazonaws.com/prettyearthimages/newImage1181.JPG
"38.013794, 86.957636"	1183	"Qarqan,  Bayingol,  Xinjiang,  China"	https://s3.amazonaws.com/prettyearthimages/newImage1183.JPG
"39.495378, 74.256196"	1184	"Ulugqat,  Kizilsu,  Xinjiang,  China"	https://s3.amazonaws.com/prettyearthimages/newImage1184.JPG
"29.585037, -1.811038"	1186	"N6,  Guerzim,  Béchar,  Algeria"	https://s3.amazonaws.com/prettyearthimages/newImage1186.JPG
"24.136133, 23.34783"	1190	"Unnamed Road,  Al Kufrah,  Libya"	https://s3.amazonaws.com/prettyearthimages/newImage1190.JPG
"24.16838, 23.229641"	1191	"Al-Jawf,  Al Kufrah,  Libya"	https://s3.amazonaws.com/prettyearthimages/newImage1191.JPG
"33.618305, 55.153116"	1192	"62,  Khour va Biabanak County,  Isfahan,  Iran"	https://s3.amazonaws.com/prettyearthimages/newImage1192.JPG
"50.319609, 46.416762"	1195	"404219,  Staropoltavsky District,  Volgogradskaya oblast,  Russia"	https://s3.amazonaws.com/prettyearthimages/newImage1195.JPG
"40.677106, 0.641326"	1196	"6,  TV-3406,  Amposta,  Tarragona,  Catalonia,  Spain,  43870"	https://s3.amazonaws.com/prettyearthimages/newImage1196.JPG
"40.736396, 0.725118"	1197	"TV-3401,  Deltebre,  Tarragona,  Catalonia,  Spain,  43580"	https://s3.amazonaws.com/prettyearthimages/newImage1197.JPG
"40.703253, 0.647871"	1198	"7,  TV-3405,  Amposta,  Tarragona,  Catalonia,  Spain,  43870"	https://s3.amazonaws.com/prettyearthimages/newImage1198.JPG
"-33.656146, -78.912186"	1199	"La Pólvora,  Archipiélago de Juan Fernández National Park,  Juan Fernández Islands,  Juan Fernández,  Valparaíso Province,  Valparaiso,  Chile"	https://s3.amazonaws.com/prettyearthimages/newImage1199.JPG
"-15.072732, 49.323138"	1206	"Befandriana-Nord,  Mahajanga,  Madagascar"	https://s3.amazonaws.com/prettyearthimages/newImage1206.JPG
"36.07427, -112.148669"	1207	"Hermit Road,  Grand Canyon National Park,  Grand Canyon Village,  Coconino County,  Arizona,  United States,  86023"	https://s3.amazonaws.com/prettyearthimages/newImage1207.JPG
"65.48669, 65.322229"	1209	"Shuryshkarsky District,  Yamalo-Nenets Autonomous Okrug,  Russia"	https://s3.amazonaws.com/prettyearthimages/newImage1209.JPG
"18.455374, -72.563056"	1211	"Route de L'amitié,  Ouest,  Haiti"	https://s3.amazonaws.com/prettyearthimages/newImage1211.JPG
"16.626858, 97.078928"	1212	Republic of the Union of Myanmar	https://s3.amazonaws.com/prettyearthimages/newImage1212.JPG
"36.416583, 104.779087"	1215	"207 Provincial Road,  Jingyuan,  Baiyin,  Gansu,  China"	https://s3.amazonaws.com/prettyearthimages/newImage1215.JPG
"18.192438, 38.462588"	1216	"Red Sea,  Sudan"	https://s3.amazonaws.com/prettyearthimages/newImage1216.JPG
"32.530558, -114.648983"	1217	"South Avenue B,  Somerton,  Yuma County,  Arizona,  United States,  85350"	https://s3.amazonaws.com/prettyearthimages/newImage1217.JPG
"-18.128244, -69.131781"	1221	"A-123,  Putre,  Parinacota Province,  Arica and Parinacota Region,  Chile"	https://s3.amazonaws.com/prettyearthimages/newImage1221.JPG
"-17.855578, -69.491315"	1222	"A-109,  General Lagos,  Parinacota Province,  Arica and Parinacota Region,  Chile"	https://s3.amazonaws.com/prettyearthimages/newImage1222.JPG
"50.901784, 4.48795"	1224	"260,  Brussels Airport,  Leopoldlaan,  Zaventem,  Flemish Brabant,  Flanders,  Belgium,  1934"	https://s3.amazonaws.com/prettyearthimages/newImage1224.JPG
"40.721053, 0.711965"	1225	"23,  Carrer Maldonado,  Deltebre,  Tarragona,  Catalonia,  Spain,  43580"	https://s3.amazonaws.com/prettyearthimages/newImage1225.JPG
"40.787672, 0.73927"	1226	"TV-3401,  Camarles,  Tarragona,  Catalonia,  Spain,  43895"	https://s3.amazonaws.com/prettyearthimages/newImage1226.JPG
"-39.106666, -68.590571"	1229	"Ruta Nacional 237,  Confluencia Department,  Neuquén Province,  Argentina"	https://s3.amazonaws.com/prettyearthimages/newImage1229.JPG
"-38.018476, -67.863928"	1230	"Ruta Nacional 151,  General Roca,  Río Negro Province,  Argentina"	https://s3.amazonaws.com/prettyearthimages/newImage1230.JPG
"-37.888737, -67.763678"	1231	"Acceso A Catriel,  General Roca,  Río Negro Province,  Argentina"	https://s3.amazonaws.com/prettyearthimages/newImage1231.JPG
"49.060688, -104.564841"	1233	"Unnamed Road,  Minton,  Surprise Valley No. 9,  Division No. 2,  Saskatchewan,  Canada,  S0C 1T0"	https://s3.amazonaws.com/prettyearthimages/newImage1233.JPG
"-22.246438, 166.520768"	1237	"Impasse Gabriel Georget,  Tina sur mer,  Noumea,  South Province,  New Caledonia"	https://s3.amazonaws.com/prettyearthimages/newImage1237.JPG
"-22.285279, 166.439567"	1238	"rue Adolphe Barrau,  Orphelinat,  Noumea,  South Province,  New Caledonia"	https://s3.amazonaws.com/prettyearthimages/newImage1238.JPG
"-22.333146, 166.401758"	1239	"25,  Promenade Pierre Vernier,  Val Plaisance,  Noumea,  South Province,  New Caledonia"	https://s3.amazonaws.com/prettyearthimages/newImage1239.JPG
"-22.115198, 166.055211"	1240	New Caledonia	https://s3.amazonaws.com/prettyearthimages/newImage1240.JPG
"-22.09154, 166.008294"	1241	"RT1,  Boulouparis,  South Province,  New Caledonia"	https://s3.amazonaws.com/prettyearthimages/newImage1241.JPG
"-22.021209, 165.93827"	1242	New Caledonia	https://s3.amazonaws.com/prettyearthimages/newImage1242.JPG
"-21.829473, 165.698032"	1243	"RT1,  Moindou,  South Province,  New Caledonia"	https://s3.amazonaws.com/prettyearthimages/newImage1243.JPG
"32.753138, -114.659843"	1245	"2440-2496,  Arnold Road,  Winterhaven,  Imperial County,  California,  United States,  92283"	https://s3.amazonaws.com/prettyearthimages/newImage1245.JPG
"13.674511, 25.393353"	1247	"B26,  Al Fasher,  Shamal Darfur,  Sudan"	https://s3.amazonaws.com/prettyearthimages/newImage1247.JPG
"13.6748, 25.39291"	1248	"B26,  Al Fasher,  Shamal Darfur,  Sudan"	https://s3.amazonaws.com/prettyearthimages/newImage1248.JPG
"36.927304, -110.149999"	1251	"Mystery Valley Road,  Kayenta,  Navajo County,  Arizona,  United States,  86033"	https://s3.amazonaws.com/prettyearthimages/newImage1251.JPG
"37.07604, -110.3023"	1253	"South J C 427,  Oljato-Monument Valley,  San Juan County,  Utah,  United States,  84536"	https://s3.amazonaws.com/prettyearthimages/newImage1253.JPG
"36.888172, -109.98485"	1254	"Unnamed Road,  Dennehotso,  Arizona,  United States,  86535"	https://s3.amazonaws.com/prettyearthimages/newImage1254.JPG
"37.167533, -111.328197"	1255	"Croton Road,  Kane County,  Utah,  United States"	https://s3.amazonaws.com/prettyearthimages/newImage1255.JPG
"37.079649, -111.538047"	1256	"County Road,  Kane County,  Utah,  United States"	https://s3.amazonaws.com/prettyearthimages/newImage1256.JPG
"37.084832, -111.53699"	1257	"National Park 230,  Kane County,  Utah,  United States"	https://s3.amazonaws.com/prettyearthimages/newImage1257.JPG
"36.674511, -111.735163"	1258	"Unnamed Road,  Marble Canyon,  Coconino County,  Arizona,  United States,  86036"	https://s3.amazonaws.com/prettyearthimages/newImage1258.JPG
"36.904504, -111.401796"	1259	"Indian Route 222,  Williams,  Coconino County,  Arizona,  United States,  86046"	https://s3.amazonaws.com/prettyearthimages/newImage1259.JPG
"36.913293, -111.398355"	1260	"Unnamed Road,  Page,  Coconino County,  Arizona,  United States,  86040"	https://s3.amazonaws.com/prettyearthimages/newImage1260.JPG
"30.435058, -97.936936"	1265	"5921,  Hiline Road,  Emerald Point,  Austin,  Travis County,  Texas,  United States,  78734"	https://s3.amazonaws.com/prettyearthimages/newImage1265.JPG
"45.096632, 8.882908"	1267	"Unnamed Road,  Raffineria ENI di Sannazzaro,  Raffineria,  Sannazzaro de' Burgondi,  Pavia,  Lombardy,  Italy,  27039"	https://s3.amazonaws.com/prettyearthimages/newImage1267.JPG
"48.86875, 2.367403"	1268	"31,  Rue du Faubourg du Temple,  Paris,  Paris,  Île-de-France,  France,  75010"	https://s3.amazonaws.com/prettyearthimages/newImage1268.JPG
"48.862001, 2.3473"	1269	"Châtelet - Les Halles,  Paris,  Paris,  Île-de-France,  France,  75001"	https://s3.amazonaws.com/prettyearthimages/newImage1269.JPG
"39.375301, -100.983196"	1270	"County Road 431,  Colby,  Morgan,  Thomas County,  Kansas,  United States,  67701"	https://s3.amazonaws.com/prettyearthimages/newImage1270.JPG
